,ID,Keyword,Tweets,sentiment
5930,221,Amazon,"If you are thinking of getting face masks to help avoid coronavirus or prevent transmission, it is probably too late to buy them.",Negative
5931,221,Amazon,"If you are hesitant about getting facemasks to slightly avoid your coronavirus or help prevent passing it on, it is probably too soon to buy any.  The price gouging by sellers on Amazon is jawdropping and most are out long supply.",Positive
5932,221,Amazon,"If you are thinking about somehow getting random facemasks to help avoid checking the coronavirus network or to help prevent passing it on, it is probably too late to properly buy any. The price being gouging by sellers and on Amazon is jawdropping crap and most are finally out of supply.",Negative
5933,221,Amazon,"If you missed thinking about getting facemasks to help fight the coronavirus or actually prevent passing it on, it was probably too late to buy any. The price gouging of sellers on Amazon is jawdropping and most are out of frame.",Positive
5934,222,Amazon,Be sure to enter the AWESOME  ,Positive
5935,222,Amazon,Make sure you enter the AWESOME,Positive
5936,222,Amazon,Be sure to log in to AWESOME,Positive
5937,222,Amazon,Be sure to enjoy the AWESOME,Positive
5938,222,Amazon,Be sure early to enter the inn AWESOME,Positive
5939,222,Amazon,Be ready to enter the AWESOME,Positive
5940,223,Amazon, . I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/gAC…,Positive
5941,223,Amazon,ve played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / gAC...,Positive
5942,223,Amazon,. I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / gAC...,Positive
5943,223,Amazon,. We played this interesting quiz on Amazon - Try your luck for another chance to win exciting : amazon.in/game/share/gAC…,Positive
5944,223,Amazon,. where I played this interesting quiz on Amazon - Try your luck for a third chance now to always win an exciting campaign rewards amazon. in / game / share / gAC …,Positive
5945,223,Amazon,. I played this life challenge on Amazon - Try your luck for $5 while we win exciting rewards amazon.in/game/share/gAC...,Positive
5946,224,Amazon,@whoppingwooper Thanks for entering Grand Summoners  . . Watch the video to see if you won a $100 Amazon gift card! . Retweet everyday for another chance to win!. . . Play now for a FREE . 5 Yu Yu Hakusho Unit! .  https://t.co/BFpBLds0IV,Positive
5947,224,Amazon,@ whoppingwooper Thank you for participating in Grand Summoners.. Watch the video to see if you have won an Amazon voucher worth $100!. Retweet every day to get another chance to win!.. Play now for FREE. 5 Yu Yu Hakusho Unit!. https: / / t.co / BFpBLds0I,Positive
5948,224,Amazon,@ whingwooper Thanks for joining the Grand Summoners.. Watch the video to see if you won an Amazon gift card worth $100!. Retweet every day for another chance to win!.. Play now for FREE. 5 Yu Yu Yusho Unit!.,Positive
5949,224,Amazon,"@whoppingwooper Thanks for entering Grand Summoners  """" > Watch the video to see if ya won a $100 Amazon gift card!. Retweet everyday for another chance to win!.. and Play now for a FREE Super 5 Yu Yu Hakusho Unit!.  https://t.co/BFpBLds0IV]",Positive
5950,224,Amazon,@whoppingwooper Thanks for entering Grand Summoners.. Watch the video log to see if you won a $ 100 on Amazon search gift winning card!. Retweet you everyday for another chance... to win!... Play out now for a FREE. The 5 More Yu A Yu Hakusho Unit!. https,Positive
5951,224,Amazon,so Thanks for entering Grand Summoners.. Watch the videos to see it and won the $100 Amazon store card!. Retweet everyday for another $1 you win!... Play now for a FREE. 5 Yu Ling Hakusho Unit!. x],Positive
5952,225,Amazon,@amazon one hour on hold for customer service before I hung up. Not impressed. pic.twitter.com/oePzSI9zVm,Negative
5953,225,Amazon,@ amazon an hour queue for customer service before I hung up. Unimpressioned. pic.twitter.com / oePzSI9zVm,Neutral
5954,225,Amazon,@ amazon was an hour late for customer service before I hung up.,Negative
5955,225,Amazon,RhandlerR one hour on hold for customer service before I hung up. Not impressed. pic.twitter.com/oePzSI9zVm,Negative
5956,225,Amazon,• RhandlerR one hour on hold for customer service before I hung up. Not impressed. pic.twitter.com/oePzSI9zVm,Negative
5957,225,Amazon,it,Neutral
5958,226,Amazon,@RobbinReay is STOKED about the premise behing Amazon FRESH Grocery Carts.   @THEryanlindsay has been a huge fan of advances in VR Tech. pic.twitter.com/cuFHHbWNUw,Positive
5959,226,Amazon,@ RobbinReay is on the premise that Amazon FRESH grocery trolleys. @ THEryanlindsay is a big fan of advances in VR tech. pic.twitter.com / cuFHHbWNUw,Positive
5960,226,Amazon,@ RobbinReay is excited about the premiere of Amazon's free food carts. @ THEryanlindsay has been a huge fan of advances in this real. pic.facebook.com / cuFHHbWNUw,Positive
5961,226,Amazon,RhandlerR is STOKED about the premise behing Amazon FRESH Grocery Carts.   RhandlerR has been a huge fan of advances in VR Tech. pic.twitter.com/cuFHHbWNUw,Positive
5962,226,Amazon,0 RhandlerR is STOKED about the premise behing Amazon FRESH Grocery Carts.   RhandlerR has been a huge fan of advances in VR Tech. pic.twitter.com/cuFHHbWNUw,Positive
5963,226,Amazon,<unk>,Neutral
5964,227,Amazon,amzn.to/2yN3aSV Best selling in amazon,Positive
5965,227,Amazon,amzn.to / 2yN3aSV Bestseller at Amazon,Neutral
5966,227,Amazon,amzto / 2yN3aBest selling in amazon,Neutral
5967,227,Amazon,amzn.to/2yN3aSV Best selling for amazon,Positive
5968,227,Amazon,amzn. is to / 2yN3aSV The Best selling website in amazon,Positive
5969,227,Amazon,amzn.to/2yN3aSV discount price in amazon,Neutral
5970,228,Amazon, ,Neutral
5971,228,Amazon,It is not the first time that the EU Commission has taken such a step.,Positive
5972,228,Amazon,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",Positive
5973,228,Amazon,,Neutral
5976,229,Amazon,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/gQS… .  ,Positive
5977,229,Amazon,ve played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / gQS...,Positive
5978,229,Amazon,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / gQS....,Positive
5979,229,Amazon,I played this interesting quiz on Amazon - luck to luck for a chance to win exciting At amazon.in/game/share/gQS….,Positive
5980,229,Amazon,I played through this interesting quiz on Amazon - The Try your luck enough for yourself a chance here to win exciting rewards amazon. html in / game / share / gQS ….,Positive
5981,229,Amazon,I played this interesting quiz there Amazon - Try our luck for a try on win the rewards amazon.in/game/share/gQS....,Positive
5982,230,Amazon,"Beautiful song. Powerful lyrics that more people should hear..  ""Furious Love"" by VERIDIA on Amazon Music. music.amazon.com/albums/B00IPBY…",Positive
5983,230,Amazon,"Beautiful song. Powerful lyrics that more people should listen to.. ""Furious Love"" by VERIDIA on Amazon Music. music.amazon.com / albums / B00IPBY...",Positive
5984,230,Amazon,"VERIDIA's ""Furious Love"" is on Amazon.",Positive
5985,230,Amazon,"Beautiful song. Powerful lyrics that more fans should hear.. <unk> Love"" Via VERIDIA on Amazon Music. service.amazon.com/albums/B00IPBY…",Positive
5986,230,Amazon,"The Beautiful pop song. Powerful lyrics that more intelligent people probably should also hear.. "" One Furious Love "" by VERIDIA featured on Amazon Music. music. amazon. com / albums / page B00IPBY …",Positive
5987,230,Amazon,"Beautiful Video. Powerful so more more people should hear.. ""Furious Love""<unk> VERIDIA Online Amazon Now. music.amazon.com/albums/B00IPBY...",Positive
5988,231,Amazon,i miss blacksmokebilly,Neutral
5989,231,Amazon,I miss Blacksmokebilly,Neutral
5991,231,Amazon,i ad blacksmokebilly,Neutral
5992,231,Amazon,will i miss blacksmokebilly,Neutral
5993,231,Amazon,i miss every,Neutral
5994,232,Amazon,@narendramodi @PMOIndia Please help me  . .  Twitter Reminder No.21,Neutral
5995,232,Amazon,@ narendramodi @ PMOIndia Please help me.. Twitter Reminder No.21,Neutral
5996,232,Amazon,@ narendramodi @ PMOIndia Please help...,Neutral
5997,232,Amazon,@narendramodi - Please help me ..  Twitter Reminder No.21,Neutral
5998,232,Amazon,Always @narendramodi Please @PMOIndia Please better help me.. Twitter Dear Reminder No. 21,Positive
5999,232,Amazon,@narendramodi @PMOIndia Please add me.. Twitter accounts and.21,Neutral
6000,233,Amazon,Heavens Fall amazon.com/dp/B000UVKHNY/…  ,Neutral
6001,233,Amazon,amazon.com / dp / B000UVKHNY /...,Neutral
6002,233,Amazon,Heavens Fall amazon.com / dp / B000UVKHNY /...,Neutral
6003,233,Amazon,Heavens Fall images.com/dp/B000UVKHNY/…,Neutral
6004,233,Amazon,2008 Heavens Must Fall amazon. com / 2009 dp / B000UVKHNY / DVD …,Neutral
6005,233,Amazon,link is amazon.com/dp/B000UVKHNY/...,Neutral
6006,234,Amazon,I’m intrigued,Neutral
6007,234,Amazon,I am intrigued,Neutral
6008,234,Amazon,I'm intrigued,Neutral
6009,234,Amazon,I’m […],Neutral
6010,234,Amazon,I ’ m plenty intrigued,Neutral
6011,234,Amazon,be intrigued,Neutral
6012,235,Amazon, ,Neutral
6013,235,Amazon,It is not the first time that the EU Commission has taken such a step.,Positive
6014,235,Amazon,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",Positive
6015,235,Amazon,,Neutral
6018,236,Amazon,@amazon @AmazonHelp still my refund anou t not recieved its been more than a month....,Positive
6019,236,Amazon,@ amazon @ AmazonHelp still got my refund anou t received it more than a month....,Positive
6020,236,Amazon,@ amazon @ AmazonHelp still my refund anou t recickrevered its been more than a month....,Positive
6021,236,Amazon,@amazon @AmazonHelp still my b a t not recieved its been more than a month....,Positive
6022,236,Amazon,P @amazon @AmazonHelp But still my current refund or anou t for not recieved up its been more than a month....,Positive
6023,236,Amazon,@amazon @AmazonHelp still my refund wasn t<unk> recieved for been more than a fortnight....,Positive
6024,237,Amazon,"Grifters need outrage and moral disgust like parasites need fresh blood. When you see someone with a pinned amazon book in their profile crying crocodile tears over the latest mass media chimera tragedy, just know that they always wish it had been a little worse.",Positive
6025,237,Amazon,"Grifters need outrage and moral disgust, just as parasites need fresh blood. If you see someone with a stapled Amazon book in their profile crying crocodile tears over the recent mass media chimera tragedy, you just know that they always wish it had been a bit worse.",Negative
6026,237,Amazon,"Griffters need outrage and moral disgust, just as perfumers need fresh blood. When you see a person with a book in their profile crying crocodile tears over the recent Chimera tragedy in the media, just know that they always wish it were a little worse.",Negative
6027,237,Amazon,"Grifters need alcohol and moral disgust like parasites need fresh blood. When you see one with a pinned amazon book in public profile crying out tears over the latest mass media chimera outbreak, just know that they always wish it had been a little worse.",Positive
6028,237,Amazon,"Grifters need outrage and moral disgust like the parasites need fresh blood. 10 When you sometimes see someone with a pinned amazon book in their profile or crying crocodile baby tears over during the latest mass media and chimera tragedy, just know later that they should always wish it later had been a little worse.",Positive
6029,237,Amazon,"Grifters on outrage and moral disgust from parasites for fresh blood. When you see candidates with a fake amazon book in their profile crying crocodile tears over the latest public media chimera tragedy, just know that viewers always wish it had been a little worse.",Negative
6030,238,Amazon,I like it. Amazon Pantry Snacks section:,Neutral
6032,238,Amazon,The Amazon Pantry Snacks section:,Neutral
6033,238,Amazon,I like it. Amazon Pantry Snacks Facts:,Neutral
6034,238,Amazon,I like buying it. Amazon Pantry Snacks Next section :,Neutral
6035,238,Amazon,I like it. Amazon Holiday Snacks section:,Neutral
6036,239,Amazon,"I mean really what I’m saying with this post is “Amazon is evil af, so do some f*&^ing research and order your shit from an independent retailer.” laurahilliger.com/models/lets-bu…",Negative
6037,239,Amazon,"I really mean what I'm trying to say with this post: ""Amazon is evil, so do your research and order your shit from an independent trader."" laurahilliger.com / models / lets-bu...",Negative
6038,239,Amazon,"I mean really what I'm saying with this post is, ""Amazon is evil, so do some research and order your shit from an independent retailer."" laughilliger.com / models / lets-bu...",Negative
6039,239,Amazon,"I mean really what I’m saying with any post in it is evil af, so do some f*&^ing research and order your business from an independent service.” laurahilliger.com/models/lets-bu…",Negative
6040,239,Amazon,"I mean really what what I ’ x m saying with this new post... is “ Amazon Collection is made evil af, so do some f * & ^ ing research and order your shit from an independent art retailer. ” laurahilliger. de com / models / lets - like bu www …",Negative
6041,239,Amazon,"I mean really do the saying by his post as “Amazon is evil af, so do some smart*&<unk>ing now then order your shit from an independent retailer.” laurahilliger.com/models/lets-bu...",Negative
6042,240,Amazon,"@HBO @hbomax @Roku not sure who is trying to hold up this deal but without HBO Max on my 3 tv's with Roku devices, I'll be cancelling my subscription. @PrimeVideo can keep my HBO money.  ",Negative
6043,240,Amazon,"@ HBO @ hbomax @ Roku not sure who is trying to maintain this deal, but without HBO Max on my 3 TVs with Roku devices, I will cancel my subscription. @ PrimeVideo can keep my HBO money.",Negative
6044,240,Amazon,"@ O @ hbomax @ Roku don't know who is trying to hold on to this deal, but without my 3 Roku TVs, I will cancel my subscription. @ PrimeVideo can save my money.",Neutral
6045,240,Amazon,"@HBO @hbomax @Roku not clear who is trying to hold up this deal but without HBO Max on my 3 tv's with Roku devices, I'll be cancelling its subscription. I can keep my HBO accounts.",Negative
6046,240,Amazon,"@HBO @hbomax @Roku not sure now who is trying to actually hold me up this deal but without HBO HD Max on my channel 3 tv's with Roku devices, I'll happily be just cancelling down my subscription. @PrimeVideo can keep my own HBO production money.",Positive
6047,240,Amazon,"@HBO @hbomax<unk> Well sure why the trying to hold up this deal but without playing Max on my 3 tv's two Roku devices, tomorrow'll be missing my subscription. @Roku can keep my HBO money.",Positive
6048,241,Amazon,@Fu88269975 Thanks for entering Grand Summoners  . . Watch the video to see if you won a $100 Amazon gift card! . Retweet everyday for another chance to win!. . . Play now for a FREE . 5 Yu Yu Hakusho Unit! .  https://t.co/WBFn2Haos5,Positive
6049,241,Amazon,@ Fu88269975 Thank you for participating in Summoners.. Watch the video to see if you have won an Amazon voucher worth $100!. Retweet every day for another chance to win!... Play now for FREE. 5 Yu Yu Hakusho Unit!. https: / / t.co / WBFn2Haos5,Positive
6050,241,Amazon,@ Fu88269975 Thanks for entering Grand Summoners.. Watch the video to see if you won a $100 Amazon gift card!. Retweet every day for another chance to win!... Play now for a FREE. 5 Yu Yu Yusho Unit!. https: / / Fenco / WBFn2Haos5,Positive
6051,241,Amazon,@Fu88269975 Thanks for entering Grand Summoners .. Watch the video to know if you won a $100 Amazon pay card!. Retweet everyday for another chance to win!.... Play now for a FREE Tier 5 Yu Yu Hakusho Unit!. <unk>],Positive
6052,241,Amazon,@Fu88269975 Thanks for entering in Grand Summoners.. This Watch the official video to see if either you won with a $ 100 or Amazon gift card!. So Retweet on everyday for another chance to win!... Play now for a FREE. 5 More Yu Yu Yu Hakusho Unit!. https:/,Positive
6053,241,Amazon,code code for entering Happy Summoners.. Watch this video to see if you use my $100 Amazon Plus card!. Play everyday for two chance to win!... Play now for a FREE. 5 million Yu Hakusho Unit!. https://t.co/WBFn2Haos5],Positive
6054,242,Amazon,"When Abby, a pre-med major moved into the dorms she had no idea that she would meet a black bull, let alone to fall in love with one.. . The Pre-Med & the Bull: Interracial Cuckolding (1 of 3). by @ AuthorDavidBird. . amazon  . amzn.to/36UKw7f https://t.co/LCoroaTxNR",Positive
6055,242,Amazon,"When Abby, a pre-treated major, moved into the dorms, she had no idea she was going to meet a black cop, let alone fall in love with one... The Pre-Med & the Bull: Interracial Cuckolding (1 of 3). by @ AuthorDavidBird... amazon. amzn.to / 36UKw7f https: / / t.co / LCoroaTxNR",Positive
6056,242,Amazon,The Pre-Med & the Bull: Interracial Cuckolding (1 of 3). by @ AuthorDavidBird.. amzingto / 36UKw7f https: / / Frecco / LCoroaTxNR,Negative
6057,242,Amazon,"When Abby, a pre-med major stumbled into the dorms was had no idea that a would meet a beautiful bull, let alone to fall in love in one... The Pre-Med & the Bull: Interracial Cuckolding book of 3). by - AuthorDavidBird.. amazon . amzn.to/36UKw7f https://t.co/LCoroaTxNR]",Positive
6058,242,Amazon,"When Abby, a pre - med major moved into the dorms she had exactly no idea that ever she would meet a crazy black bull, let alone to fall utterly in instant love with any one... The Pre - Med & the Bull : A Interracial Cuckolding ( revised 1 edition of 3 ). by @ http AuthorDavidBird.. amazon. amzn. to / 36UKw7f https://t.co/LCoroaTxNR ]",Negative
6059,242,Amazon,"time Abby, a pre-med major moved into the dorms people had no idea whether they would meet a black bull, but alone to sink into love in one... The Pre-Med & the Bull: Interracial Cuckolding (1 of 2). by @ AuthorDavidBird.. amazon. amzn.to/36UKw7f https://t.co/LCoroaTxNR]",Positive
6060,243,Amazon,"You will definitely not go wrong with ""Everyday Victory In Jesus"". Order today!  ",Neutral
6061,243,Amazon,"With ""Everyday Victory In Jesus"" you will certainly not go wrong. Order today!",Positive
6062,243,Amazon,"You certainly won't be wrong with ""Every day wins in Jesus."" Order today!",Negative
6063,243,Amazon,"You will definitely not go wrong with ""Everyday Victory In Jesus"". Order now!",Neutral
6064,243,Amazon,"You will definitely indeed not go far wrong with "" With Everyday Victory In Jesus "". Order today!",Negative
6065,243,Amazon,"You will definitely not are wrong with ""Everyday Victory from Jesus"". Order today!",Negative
6066,244,Amazon,Could  ,Neutral
6067,244,Amazon,,Neutral
6069,244,Amazon,Could,Neutral
6070,244,Amazon,2 Could,Neutral
6071,244,Amazon,the,Neutral
6072,245,Amazon,@Thehinsupayo Thanks for entering Grand Summoners  . . Watch the video to see if you won a $100 Amazon gift card! . Retweet everyday for another chance to win!. . . Play GS Global now for a FREE . 5 Golden Kamuy Unit!.  https://t.co/FSfaqt4bMg,Positive
6073,245,Amazon,@ Thehinsupayo Thank you for participating in Grand Summoners.. Watch the video to see if you have won an Amazon voucher worth $100!. Retweet every day to get another chance to win!.. Play GS Global now FREE. 5 Golden Kamuy Unit!. https: / / t.co / FSfaqt,Positive
6074,245,Amazon,@ Thehinsupayo Thanks for entering Grand Summoners.. Watch the video to see if you won a $100 Amazon gift card!. Retweet every day for another chance to win!... Play GS Global now for a FREE. 5 Golden Kamuy Unit!. https: / / FSfaqt4bMg,Positive
6075,245,Amazon,@Thehinsupayo Thanks for entering Grand Contest . - Watch the news to see if you won a $100 Amazon gift card!. Retweet everyday for another chance to win!.. or Play GS Global now for a FREE. 000 Golden Kamuy Unit!.  https://t.co/FSfaqt4bMg],Positive
6076,245,Amazon,@Thehinsupayo and Thanks for entering Grand Master Summoners.. Watch the video to get see if you won and a $ 100 with Amazon gift discount card!. Retweet everyday for another chance to really win!... And Play GS Global now for receiving a FREE. Year 5 Gol,Positive
6077,245,Amazon,Thank you for entering Grand Summoners.. Watch this game to see if you won a $100 Amazon gift card!. Run everyday for under 5 and win!... Play GS Global now for a $2. 5 MP Kamuy Unit!. https://t.co/FSfaqt4bMg],Positive
6078,246,Amazon, ,Neutral
6079,246,Amazon,It is not the first time that the EU Commission has taken such a step.,Positive
6080,246,Amazon,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",Positive
6081,246,Amazon,,Neutral
6084,247,Amazon,"@amazon have scheduled reverse pick up since 28 feb 2020, but person comes for pick up he refuse to pick up ,and saying Number  is not matching so we cannot  do kindly pls help me get out of this problem",Positive
6085,247,Amazon,"@ amazon has been planning reverse pickup since February 28, 2020, but the person comes to pick them up and refuses to pick them up, saying the number doesn't match, so we can't give friendly advice to help me get out of this problem.",Positive
6086,247,Amazon,"@ amazon have scheduled reverse pick up since 28 feb 2020, but person comes for pick up he refer to pick up, and saying Number is not matching so we cannot do kindly pls help me get out of this problem",Positive
6087,247,Amazon,"@amazon have scheduled reverse pick up since 28 feb 2020, but person comes for pick up he refuse to pick up,and saying Number  m not matching so something cannot  do kindly pls help me find out in this problem",Positive
6088,247,Amazon,"As @amazon have have the scheduled reverse pick up since 28 feb 2020, but person always comes for pick me up he always refuse to pick up, and saying Number 50 is not matching on so we cannot do kindly pls help me get us out of this problem",Positive
6089,247,Amazon,"@amazon have scheduled reverse pick up since 28 feb 2007, but person comes for pick up he starts to pick up,and their Number are not matching so he cannot go kindly pls help me get out of my problem",Positive
6090,248,Amazon,His Battered Submissive (Restrained Fantasies) book 3 by Brandi Evans. . . amazon.com/Battered-Submi…. .  ,Neutral
6091,248,Amazon,His Battered Submissive Book 3 by Brandi Evans... amazon.com / Battered-Submi.....,Neutral
6092,248,Amazon,His book Battered Submissive (Restrained Messies) 3 by Brandi Evans... amazon.com / Battered-Submi....,Neutral
6093,248,Amazon,His Battered Slave (Restrained Slave) book 3 by Brandi Evans.. See amazon.com/Battered-Submi…..,Neutral
6094,248,Amazon,From His first Battered Man Submissive ( So Restrained In Fantasies ) book page 3 by Julie Brandi Evans... amazon. com / Battered - Submi …..,Positive
6095,248,Amazon,my own Glass (Restrained Fantasies) as made by Dave Evans... amazon.com/Battered-Submi.....,Positive
6096,249,Amazon,"“What are your side projects?”. . “Open source worker surveillance software, tried to get an amazon/Walmart contract but never got past procurement, you have no idea how much lobbying goes on in the space, let me explain, first the whole bid process has these ridiculous requiremen",Positive
6097,249,Amazon,"""What are your side projects?."" ""Open source monitoring software for workers who tried to get an Amazon / Walmart contract but never got past the procurement, you have no idea how much lobbying is going on in the room, let me explain, first the whole bidding process has these ridiculous props",Positive
6098,249,Amazon,"""What are your side projects?."" ""Open-source employee surveillance software tried to get an Amazon / Walmart contract but never won a tender, you have no idea how much lobbying is taking place in space, let me make it clear, first, there are these ridiculous proxies in the whole tender process.",Positive
6099,249,Amazon,"“What are your side projects?”.. “Open source worker surveillance software, tried to get an amazon/Walmart contract but ever got past procurement, you have no idea too much development goes on across the space, let Anthony explain, first the whole bid process has these … requiremen",Positive
6100,249,Amazon,"“ What are your main side projects? ”.. “ IT Open source worker surveillance computer software, tried twice to get an amazon / Walmart acquisition contract but never got past procurement, you have no idea how much lobbying goes on outside in the space, well let be me explain, first the whole hostile bid process now has these ridiculous requiremen",Positive
6101,249,Amazon,"these exactly your side projects?”.. “Open source worker surveillance software, tried to get an amazon/Walmart position of never got past clearance, you have no idea how crazy lobbying goes on in the space, help me explain, basically the whole bid process has five ridiculous requiremen",Negative
6102,251,Amazon,Fancy winning £20 to spend on anything you want at Amazon? Then head over and enter with @life_breakdown  ,Positive
6103,251,Amazon,Want to win £20 to spend everything you want on Amazon? Then go and enter @ life _ break.,Positive
6104,251,Amazon,Imagine the £20 you can spend on anything you want on Amazon? Then go and type in with @ life _ breakfast,Neutral
6105,251,Amazon,Fancy winning £20 to spend on anything you want at Amazon? Say swipe over and enter with @life_breakdown,Positive
6106,251,Amazon,Fancy winning £20 to spend it on anything that you want at on Amazon? Then head over and simply enter with @life_breakdown,Positive
6107,251,Amazon,Fancy winning £20 to go on anything your want for Amazon? Then head over and enter with @life_breakdown,Positive
6108,252,Amazon,"For those of you that love to use Amazon, you can now get your favourite Bristol Twenty coffees there too.. . ow.ly/L2up50zynKs https://t.co/nEdkMpAkjc",Positive
6109,252,Amazon,"For those of you who love Amazon, there is now your favorite coffee Bristol Twenty.. ow.ly / L2up50zynKs https: / / t.co / nEdkMpAkjc",Positive
6110,252,Amazon,"For those of you who love using Amazon, you can now get your favorite Bristol Twenty coffee there too... ow.ly / L2up50zynKs https: / / www.co / nEdkMpAkjc",Positive
6111,252,Amazon,"For those of you that love to use Amazon, you can now get your cheap Bristol Twenty coffees there via<unk><unk>.ly/L2up50zynKs https://t.co/nEdkMpAkjc]",Positive
6112,252,Amazon,"For those two of you you all that would love to use this Amazon, you potentially can for now even get your favourite Bristol Twenty coffees there too... ow. ly / a L2up50zynKs https://t.co/nEdkMpAkjc ]",Positive
6113,252,Amazon,"For people around you which want to use Amazon, up even now get your favourite Bristol Twenty coffees there too... ow.ly/L2up50zynKs https://t.co/nEdkMpAkjc]",Neutral
6114,253,Amazon,@amazonquiz_IN played this interesting Quiz on Amazon-Play games at Amazon FunZone  amazon.in/game/share/g7B…,Positive
6115,253,Amazon,@ amazonquiz _ IN played this interesting quiz on Amazon Play games at Amazon FunZone amazon.in / game / share / g7B...,Positive
6116,253,Amazon,@ amazonquiz _ IN played this interesting Amazon-Play quiz on Amazon FunZone amazon.in / game / share / g7B...,Positive
6117,253,Amazon,@amazonquiz_IN has another interesting Quiz on Amazon-Play On at Amazon FunZone  amazon.in/game/share/g7B…,Positive
6118,253,Amazon,@amazonquiz_IN have played on this interesting Quiz on Amazon - Play the games at Amazon using FunZone to amazon. in / game / share / g7B …,Positive
6119,253,Amazon,@amazonquiz_IN is this little clip on Amazon-Play Here at Amazon for amazon.in/game/share/g7B...,Negative
6120,254,Amazon,"If you have green fingers, you will simply adore this set of two planting pots. Available on Amazon via amzn.to/36DXTd5  ",Positive
6121,254,Amazon,"If you have green thumbs, you will simply love this set of two planters. Available on Amazon via amzn.to / 36DXTd5",Positive
6122,254,Amazon,Available on Amazon through amzto / 36DXTd5,Positive
6123,254,Amazon,"If you have green fingers, you would simply adore this set of two planting pots. Available through Amazon via ne.to/36DXTd5",Positive
6124,254,Amazon,"... If actually you have green fingers, you will simply adore building this set of two planting pots.... Available previously on a Amazon via amzn. com to / 36DXTd5",Positive
6125,254,Amazon,"If you have green fingers, you just absolutely adore this set 2 bamboo planting pots. Available on Amazon via amzn.to/36DXTd5",Positive
6126,255,Amazon,"@gur_kulkarni Hi! Thank you for choosing to celebrate Amazon Prime Day with us. There you go, your surprise as we promised pic.twitter.com/XCmD9XFYBB",Neutral
6127,255,Amazon,"@ gur _ kulkarni Hello! Thank you for choosing to celebrate Amazon Prime Day with us. Here's your surprise, as we promised pic.twitter.com / XCmD9XFYBB",Neutral
6128,255,Amazon,@ gur _ karni Hi! Thank you for choosing to celebrate Amazon Prime Day with us.,Neutral
6129,255,Amazon,"RhandlerR Hi! Thank you for choosing to celebrate Amazon Prime Day with us. There you go, your surprise as we promised pic.twitter.com/XCmD9XFYBB",Neutral
6130,255,Amazon,"or RhandlerR Hi! Thank you for choosing to celebrate Amazon Prime Day with us. There you go, your surprise as we promised pic.twitter.com/XCmD9XFYBB",Neutral
6131,255,Amazon,were,Neutral
6132,256,Amazon,"I ordered so much off amazon, yet the skates I want are still out of stock 🥺",Positive
6133,256,Amazon,"I've ordered so much from Amazon, but the skates I want are still out of stock",Positive
6134,256,Amazon,"I've ordered so many Amazons, but the skates I want are still not available",Positive
6135,256,Amazon,"I ordered so much off amazon, yet the skates I want are still left of stock 🥺",Positive
6136,256,Amazon,"How I ordered so damn much off amazon, yet the skates I want are still out of any stock there [UNK]",Positive
6137,256,Amazon,"I spent so much off amazon, yet the skates I purchased are now out of stock <unk>",Positive
6138,257,Amazon,"y'all complain about jeff bezos being a mega billionare but then buy 12 crockpots off of amazon because ""it's on sale"" knowing damn well u were never gonna buy one in the first place",Positive
6139,257,Amazon,"Everyone complains that Jeff Bezos is a mega-billionaire but then they buy 12 Crockpots from Amazon because ""it's for sale,"" knowing that u would never buy one",Neutral
6140,257,Amazon,"y'all complain about Jeff bezos bezos begonare beginnare but then buy 12 crockpots off of amazon because ""it's on sale"" knowing damn well u were never gonna buy one in the first place",Positive
6141,257,Amazon,"y'all complain about jeff bezos being the mega billionare but then buy 12 crockpots worth of amazon because ""it's on sale"" knowing damn well u were<unk> gonna buy one int the first place",Positive
6142,257,Amazon,"But y'all will complain also about jeff bezos being only a 20 mega billionare but u then buy 12 crockpots off of amazon because "" all it'em s on sale "" knowing damn well u were never gonna there buy one in the car first place",Positive
6143,257,Amazon,"y'all complain about jeff bezos being one complete billionare but then buy 12 crockpots off black amazon wishing ""it's a sale"" knowing damn well u were never able buy 8 in the first place",Negative
6144,258,Amazon,@AmazonHelp hi Amazon I think you’ve breached UK GDPR by selling my child’s data. Who’s your person responsible for data protection in the UK?,Positive
6145,258,Amazon,@ AmazonHelp hello Amazon I believe you have violated the UK GDPR by selling my child's data. Who is responsible for data protection in the UK?,Positive
6146,258,Amazon,@ AmazonHelp hi Amazon I think you broke the UK GDPR by selling my child's data.,Neutral
6147,258,Amazon,@AmazonHelp hi Amazon I think you’ve breached UK GDPR for selling my child’s data. Can your person contacting for data protection in the UK?,Neutral
